company_code,year,oil_production_barrels,gas_production_mcf,coal_production_tons,flared_gas_mcf,carbon_capture_tons,scope1_emissions_tons
252,1993,14242167.622435458,14108126.611996174,83394.12586040073,3361487.0361711704,417343.9499068827,6833095.213908928
702,2010,10052553.902509103,16398059.870114546,350043.2062821315,7867605.390658208,234222.8596286736,6066580.009344293
296,2023,7473446.71143344,25757562.03406507,418404.15494118823,9206876.365273163,286559.443882877,5678337.709977849
725,2019,9013480.042385181,12090507.62040199,136871.28554374757,7843093.436805432,356155.06181558646,5191633.162001162
720,1995,12188640.728838108,25004639.974485938,93212.52290092014,3042994.2291854536,261340.04259727534,7018137.14439157
749,2006,13760328.71521265,17176848.822915908,37625.93099274003,9871514.387025736,49224.36046451073,7567854.463507432
338,2014,9350909.266995244,21033820.92216871,263951.06253510324,4720008.047317423,176368.39371749957,6199629.784496672
879,1994,10353809.553820612,15611162.343456794,415646.84987333464,4388060.899309641,23806.136929342858,6567854.1813630015
53,1994,14317829.932762532,29729131.436408557,125394.9475001605,8787119.495933294,334932.6781651319,8501681.724516274
792,2009,6074986.371094291,28116805.842846084,230318.88581521358,1595880.7878052588,168561.89215356682,4446932.985970338
922,2005,13622992.16974124,28568996.738885034,80401.7267238899,6004732.859468291,369181.3468921071,7513464.688127124
217,1998,6593074.822519359,13695510.359550335,202100.41199681384,9690632.66919758,214855.08205889154,4453124.134946972
764,1994,9838613.502906203,26833801.919235304,7722.553777737618,1901173.0230802228,22794.163652934298,5951266.207581971
188,1991,7184231.286630595,20707942.020481803,455364.5339267264,5867641.459999874,189808.0181249811,5416940.657358392
380,1998,11029476.30690604,24157184.00547277,338285.94750028435,2192109.5530747552,109347.27955044854,7247212.2259080885
493,2025,10585734.21708266,14350081.334808929,166406.85881738586,9009801.671191793,107145.37539762237,6321266.425030077
41,2011,8800073.642407518,24239692.91958432,440599.1300280116,6289735.479333539,188804.917941787,6404095.707358688
157,2011,13633035.148451244,28285344.891445924,91464.81471652213,3111430.454319957,489163.1551657574,7191989.481376403
15,2011,11598133.202880599,15349627.716975998,39366.86592783717,3763387.1189502673,480034.6277143763,5740666.212843541
813,2023,12212051.249619436,14667197.030990131,471310.79057294625,5649678.759599287,401727.1143662782,7282632.615088219
65,2018,6506597.382076685,12088290.969469555,154508.4808679469,7528132.953632609,122733.6251459093,4240474.326695721
857,2022,13831656.779756175,15336133.50623322,467986.6970542268,5387447.893529917,381964.55174917576,7954998.137303016
839,2007,6670401.636200184,20715845.236312248,318806.45963640336,2703393.4944690843,7681.724267535439,4889320.833708759
521,1996,7227849.642099602,26654325.828751206,490021.4664077357,7373180.951542055,28174.52830235545,6382480.146162935
344,1990,6280551.384968804,15576005.25315279,376714.6061062102,2065273.5797049368,417866.3829948052,4088304.8850036096
129,2022,9403592.079688156,22422887.78138627,52741.93346414901,8284665.691199705,282118.3007796597,5671428.57634341
648,1990,13877092.317523098,19591813.9834608,426114.3334877412,4560401.052146032,186653.83751502502,8154198.704578735
472,2013,7524475.196098596,15771580.812355433,73939.26126398414,6874395.267363651,370229.17993331753,4483753.281658831
63,1993,8737534.204229532,20207181.623892944,346098.802887157,4102301.38457085,57181.49186727467,5955981.420419754
139,1993,13460664.20075422,13359247.927917544,250203.72471168212,7021661.783954294,143343.2306213052,7676607.883884967
499,2007,11178152.797588892,22791551.196970366,353862.50407224195,9002682.202466305,363804.2811139825,7420142.751060574
593,2016,12516163.936462767,12313254.423677014,382494.7663340992,7312638.428695969,103584.41146689102,7064577.0161581
392,2021,7140000.494361148,24619610.502864562,401832.6057066581,7042680.861657304,300321.3154394932,5556982.227267284
675,2022,12164898.633325756,13554253.567710144,417490.06634785753,7816697.307662763,223831.625239156,7530180.4145361055
419,2017,7276105.786417725,29963183.066337436,423612.2607748219,5501908.095200771,101181.9120611967,6259235.936548723
289,2025,14873139.822106611,26473451.89520824,206287.21326120986,2982634.0344498474,444191.3549035211,7829932.778640237
379,1995,10598861.561267372,16876806.077194445,444614.0360961038,8339698.451071934,217763.77963367495,6850223.364613342
773,2005,11956392.58043137,18524095.445786245,359790.1267727933,6836337.9714584015,299419.9878037183,6953750.139899663
490,2023,6184015.841415028,15183820.422153769,419485.4657091614,3824387.924877801,126518.81769263568,4814466.041382489
231,2012,7506559.800415695,25342291.223599985,494595.6764323,3482831.510446744,173402.477512175,5576838.087288182
41,2013,6397406.595643544,17614539.39915548,58207.37106627544,5499360.368359212,24491.919273263717,4036107.9680721876
28,2002,8901707.15271723,25103710.196390714,185289.84884270406,2865750.879590977,241607.1663075227,5526166.1236670595
135,2007,7841358.642053985,10368031.093603611,403273.51035313256,8904149.489430435,172423.0369107616,5153823.491603779
201,2002,12329222.596305693,12712419.190091915,43151.73569812897,8097159.437174798,164701.8855354016,6720942.563228253
840,2006,6087089.796281512,17299486.69405137,270390.5327362301,3774834.6878004107,444971.64542957244,3906492.9626657926
780,2004,12520593.684503682,12178170.667891854,429198.97946406534,1444631.9284406845,351934.9491076714,6754913.429945957
930,2007,5457048.246385875,22022559.845924817,9495.631604082899,1466812.8058165647,228644.76324901317,3307421.979733872
33,2012,7020178.373223924,11016641.970682466,469759.4492795362,3674077.822494005,97675.60363285421,5120269.439378446
48,2019,12919649.919646028,27195259.891786862,489072.4119523014,2327566.8186799698,486625.70222809457,7829613.913941777
503,2023,12427766.411078949,25226159.97511965,161140.46485411903,8859990.231312117,37382.64531209279,7422147.949571861
407,1993,9763261.139188632,14325129.58455905,383395.5956950256,4787045.326686804,68053.01759239324,5993295.882925135
574,1992,5499827.150775518,19675838.122594357,63588.051332225725,4132238.437481464,135160.76963019036,3730835.3654235536
728,1996,11098937.416692995,19036261.56821841,386432.13526358746,2961091.856777872,477264.1776627966,6775875.319754218
805,2007,9067241.039740983,24497292.306807555,240760.84041700256,8570809.197036237,139441.05264862967,6492391.511697749
99,1996,8165281.5019796975,18030178.009490177,430136.53926410613,8132203.004888001,245713.16099177193,6081744.779840327
684,1995,11404106.368265342,10658705.956596915,106303.21363810041,4458938.766337117,380582.36454030767,5568204.745451003
872,2011,9366145.622017264,15474717.176996773,336328.9766211197,2524220.653068183,464592.8168580807,5614163.651635087
726,1990,5924211.004531787,19323916.104740843,393059.58720792533,9567894.225349018,302545.0046346038,4818136.58744017
987,1993,14159504.705123443,29489844.32321278,101246.13262616383,3842739.986328722,192138.70137647676,7981004.279451103
547,2018,12784930.994533788,27623173.339086905,409143.6387849107,7939825.496953369,492754.3250301784,8011577.358321363
961,2010,5563781.9129055245,13628122.880043808,478992.7504709346,5167446.126689928,13081.312572053583,4421049.802951786
739,2015,10250638.701906957,24465518.80981542,308039.29996031546,8034813.685039461,416086.5832232627,6353007.751188444
613,2003,5833775.628986283,28736509.46029575,392425.20839527523,5334483.214991908,138714.90967732685,5424357.845262369
943,1998,13372898.59058485,10175852.260705171,266291.9296798229,9330038.234634994,408725.9063369177,7398721.599303253
462,2001,11130139.610519718,24418913.47341652,299051.68049781537,8203810.366380135,81083.43913331594,7046902.9960703
643,1995,6724491.335730685,19186669.912223145,6676.217262839623,3342601.339507774,173409.20751859667,3893067.4124833355
769,2009,5207413.428062008,23604723.925662223,262143.63341801355,4873399.976846132,27985.663430920347,4579845.067318301
5,2013,5315810.121464206,22111785.471435808,287781.87491202005,1905308.257548139,99811.12804218256,4089139.269748466
218,2016,10073654.720648296,29693309.88911403,335023.7728826933,9131241.81852749,301396.1681940967,7286454.478075936
503,1997,12343734.786767738,15776308.125957357,84695.30441634431,1623666.8976203897,380751.0281760375,6284896.880983226
767,1990,6208404.513339591,25722859.637385294,120687.13119254627,1164174.4742079824,455613.39713826694,4096842.2728667646
398,2013,7212840.659149576,14692797.766261224,378002.31584613136,5467897.586921162,59842.76837940516,5308279.861790651
871,1996,8272599.451695323,18712159.551003456,83819.41001368282,6428161.95843647,70286.4261463385,5289670.4552906165
795,2008,7180767.82061153,29507617.479348235,208013.03619287853,3008929.5307623465,469387.7756430588,5117268.054023758
393,2011,8913365.626871586,25322725.92028305,125245.10949444778,6134941.762717824,382987.3296614879,5707083.7250685515
207,2024,10596150.057650762,16316425.125671182,272592.05181087664,9060056.929996692,269875.7280074019,6460990.878418243
15,2019,11849367.482413093,22387385.661839,493435.4405774719,6635036.340060683,238362.7825961032,7434009.648316892
858,2018,14637751.822072284,10993841.6700555,426018.94883914664,5101667.526297754,78857.96014400243,8269469.26437205
554,2011,14308436.696831945,15327898.332419394,134737.16998079504,2299860.859520645,189650.66919132957,7586807.884229711
892,2000,10701269.748289146,24367809.79207229,184305.9052892213,2520475.5639005853,186302.38549088818,6639749.499665037
461,2009,12341500.564563546,21401871.391766496,459316.79124891973,5359192.314477576,324173.2474264859,7782036.594907189
691,2018,14508722.04625428,19393457.059535444,449147.48617736925,5168092.227366394,299452.4791301303,8582698.705248058
575,2023,5834719.445414049,23817521.20031926,80264.01922432664,5701497.991493291,29855.514935155814,4496846.415167268
864,1990,5056347.598614291,17969177.81639652,414635.56587726675,5571013.852234577,424240.06975820416,4005782.622431887
743,2020,5297997.637295833,10523122.890648263,148803.9523937259,4071510.064283145,468773.86503042816,2889421.101327068
241,2019,10633493.623729639,18820532.470311344,271901.57965913473,7262772.670487869,390104.1908115289,6181530.931814327
564,2007,12628334.253025342,28042583.84586523,2549.194645099062,2909900.0522691063,89192.18988740646,7352149.826718569
96,2006,8670749.507450346,27132302.566282425,499295.09544807754,8670959.518553123,86084.16470568813,6678161.0985685345
900,2003,10452391.747276187,18179943.70819026,380548.23482422426,2749565.0448199324,363056.08257847064,6058058.369062113
734,2012,10163663.185485369,10444428.815207653,120866.52994936226,4742986.596167907,220433.80796769867,5137927.995534432
485,2014,5947708.915920196,22726145.452406317,341897.4470695302,2896691.011229197,389401.9277151158,4417145.412432747
407,2004,8215882.642240489,24823888.55565729,146653.68141173996,6566075.245163681,37739.50561826167,5762043.000587293
231,2011,5194351.55182302,15884871.521685498,44727.90699300827,5298739.665155528,358218.245155291,3125511.376818795
749,1992,6107056.888065109,19533279.992391486,212654.97818356517,4368825.862976151,212047.97847285573,4092100.1456515593
655,2008,13118582.229097778,29837135.90495417,306859.43122182257,5276201.343353054,15492.44579157827,8520282.25934821
171,2023,13294134.972483188,21526860.259631973,44888.72910553915,4791164.084595778,272578.97807176696,7082988.053670854
541,2024,13019463.200450696,17021498.11323133,259203.14926447134,8696489.707848229,349517.92523909436,7322510.070136848
36,1990,12268186.409522366,22549777.532802664,257432.11622275496,2118398.489769556,264119.77223572077,7324421.820883781
525,2010,12933128.463999018,13600446.13728169,314322.6203068515,8138632.791602045,61439.970969499605,7486147.463789241
160,2018,11709823.412695184,13985047.4654916,122322.81926523187,6897966.255018608,407954.56035366695,6244039.777847908
839,1995,11698333.388162885,28498494.29428034,10320.741622933172,4134883.3960989607,158542.41524250444,6456277.133429303
699,1990,11673617.97491808,14784000.823386613,162428.7533628025,9271918.550398987,460729.93423192296,6266902.393093412
243,1990,10140427.89678204,16215787.584314883,199290.59626284838,2592510.5858103395,453437.7281714709,5279953.516420476
86,2016,8633472.334648445,20875544.839395076,317870.5273402133,3792594.5898087267,100181.22276832447,5674225.334737234
796,2010,12301952.66161555,27993852.405552126,465085.9311376257,4373569.598846037,238182.69166534557,7972250.899182931
578,2005,7986460.135867416,25628977.79438029,101692.76139175892,6830166.529816557,68682.76195347495,5237290.540766354
682,2015,10429021.314776193,10875678.413397498,343666.81438416993,9517702.105198482,338873.49473546754,6349891.978381509
557,2005,9333556.202178814,23860593.377967387,48700.45468663492,6341030.764551558,425958.47251255816,5311472.531571223
574,2017,7766222.770937011,20081229.653679855,95310.87777740855,8706754.77064094,324186.647020477,5053113.642048438
953,1990,14746899.204524633,19511056.840047613,254567.25578479577,9144759.607536998,130237.42442275149,8597208.420269664
646,2025,7587516.452018195,23831167.336510863,354188.78957988636,5198173.41373175,38157.372395842656,5524103.492149391
796,1999,8092930.637230299,13924640.924380882,429284.2679704694,5251907.140965468,34630.23816512645,5664884.969132328
28,2006,6615875.017580682,29629773.273234397,371951.7159898491,3249979.725487955,305464.0404356281,5013273.7764727
620,2012,13229806.253142904,22906130.60544898,7676.393430259165,6414278.6291622985,476664.3016543973,7063780.548033944
556,1996,10865894.005544893,17313123.492237125,341965.66295967856,2080250.403978811,347639.0888748902,6535217.503563968
340,1996,11130392.564723857,22004044.161403224,412328.85185015335,6708958.583209144,365313.08356023306,7167516.499056125
798,2004,13205614.117990978,14329417.265792407,262766.73869456904,9036073.9866838,164650.16782602304,7805934.076159583
958,2023,8429196.586298794,22676837.297099125,482799.34548320464,7847071.19389883,293019.27815561456,6105986.76526781
331,1993,6936334.253802137,10564342.814755946,2156.2112219165597,6842695.396046098,158299.9931739274,3781632.087997183
640,2003,6984053.63993904,16823638.228167325,409328.97531215195,8545635.941473953,450832.8735277999,4959169.720974041
506,2003,12326198.214622594,24950337.93495013,167409.86595959723,7568336.48594975,66256.99084329112,7164759.998526859
348,2005,11141151.544624474,26159556.9822828,325224.89086891373,5766958.081430797,316012.2488370233,7255263.741910793
473,1996,7063388.785820888,15058388.266279362,346740.94720924983,5689579.328346145,365422.4178242226,4690899.438937503
231,2021,6450653.946404235,20788189.22559973,153124.50818863098,1963028.249781264,349245.0529194969,4043816.8232240207
190,2008,6206873.051619728,20569857.79378236,497712.24990675383,4909732.722693969,128658.3350945299,5277368.164122822
225,1991,11277986.477030378,18429120.92753561,51625.0140351866,5702045.137300983,243015.86679327092,5873070.736806746
385,1999,5001186.4491085,14568659.65505957,78514.54258432666,5229253.215059689,331673.41572115186,3212217.727794769
377,2006,5183193.426035438,24064564.664575458,446095.852625531,7984124.903617277,465471.5661187965,4594610.662434376
283,2001,8895531.356260953,15047233.634910394,59589.938222435914,2448658.2898305487,249829.99268009452,4486810.151762647
958,1995,11913498.642761625,28220514.743132316,190643.1323729843,8154090.195530308,150254.41071447148,7231222.093587746
633,2011,11950393.764974039,20570025.822370052,366571.10594810074,7674964.901405474,193260.4668730951,7249408.272900096
628,2021,9301182.736076906,27409566.746212438,395745.9304178691,9107400.944655716,270659.5140512582,6527555.991189664
973,2009,11910736.066045696,15814854.41608328,477334.5884063962,4361094.934068546,488179.4028538759,6763483.2656752495
745,1990,10210961.795801254,26141583.12517464,394786.9173371,2588890.501284535,314165.8033132263,6959268.304515904
259,1995,14769314.167973153,12273271.69799985,422266.1920598787,7827657.282705427,77368.08050311389,8493441.210355386
359,2008,6624602.138368331,25336606.840147868,474688.0028472054,6295877.666029436,421572.04411751434,5414821.32959077
710,2007,11006672.677056056,17738916.998506047,276843.8461370571,7412431.134330585,90723.59862473272,6511908.104304211
456,1995,9912387.759510037,19399801.776371736,171716.73004927218,9970664.237822486,19373.09948118332,6029983.462072715
411,2022,6944663.446576944,13336146.405191455,380806.57233325153,2750857.74659534,50104.97705504696,4682794.40439806
649,2012,12499904.321417034,10372553.770487847,81770.79321077834,4699464.449267238,393060.88382643537,6191066.351034573
318,2012,7755080.199319953,23323949.86256563,34115.8350020283,2734271.1345175207,450947.8375440619,4418396.157894321
677,2015,8817098.190935416,21754365.668008365,392665.4325613845,8745608.68519663,134101.6267874902,6028301.9449797645
225,2002,8748305.6958753,22448563.041393146,475335.67903142585,1152829.2285117768,249054.88538607763,6155202.677325895
819,1996,7442044.731879488,15100035.160538398,221223.47248318768,2217008.063205205,298611.50792490895,4228591.85929772
234,2004,9307053.316984052,14785549.257662121,80566.72672405923,3230832.438736981,209345.20803597668,4956645.8329288475
684,2016,9733458.809276182,26605926.22538495,248510.48804343128,7941908.835391509,32662.009325517603,7021245.8519797
664,2015,12442216.728093076,25225055.05186466,196658.9259767057,6656087.825812437,28326.36933924043,7288178.159892581
975,2022,12650685.743770372,16735802.316827213,186236.96987924786,4497510.987492859,220174.68203009837,7074866.7789696995
